5449,26.5728,10.5763
5016,27.009946,10.76202
5024,26.562652,10.768832
5021,26.796816,10.85191
5026,26.484426,10.907642
5020,26.725472,10.918785
5019,26.850705,10.993941
5044,26.563008,11.106449
5048,26.746382,11.063186
5042,26.307874,11.261196
5046,26.510952,11.234365
5030,26.53675,11.010535
5027,26.569181,10.898313
5036,26.498035,11.16665
5443,26.2343,11.1831
5183,26.648157,11.328764
5219,26.380591,11.408238
5188,26.580978,11.403758
5203,26.537246,11.591527
5210,26.707293,11.61726
5218,26.399922,11.759833
5217,26.51596,11.774368
5207,26.554761,11.483832
5196,26.481304,11.469745
5191,26.659591,11.42186
5216,26.515239,11.70917
5211,26.68265,11.733648
5208,26.673394,11.51027
5214,26.70012,11.667799
5327,27.401,11.0854
5062,26.789509,11.367971
5290,27.048189,11.251222
5064,27.035129,11.435398
5069,26.878659,11.583153
5302,27.102934,11.612936
5333,27.327,11.599
5306,26.986091,11.719829
5303,27.164057,11.721155
5293,27.14406,11.297368
5052,27.005656,11.331647
5298,27.114171,11.197756
5065,26.904352,11.744129
5299,27.192517,11.338289
5304,27.090562,11.695227
5070,26.975484,11.579674
5331,26.5043,11.4123
5337,26.5442,11.3447
5345,26.3927,11.2624
5426,26.5717,10.2723
5429,27.0025,11.0158
5387,25.5347,11.2215
5176,25.734585,11.244264
5174,25.599731,11.42809
5171,25.800769,11.407792
5178,25.992466,11.398966
5141,26.200364,11.404309
5366,26.738,11.4324
5160,25.782474,11.542895
5157,25.868956,11.556828
5386,25.5255,11.8711
5412,26.4758,11.0751
5179,25.687964,11.350509
5169,25.719463,11.49697
5153,25.942053,11.49953
5139,25.821163,11.332433
5170,26.018995,11.316969
5374,26.1047,11.3531
5150,25.891805,11.435001
5421,27.1744,10.2301
5424,27.0227,10.3101
5431,27.0956,10.0626
5404,26.314,10.5753
5390,25.4418,11.2349
4988,26.121751,10.597463
4981,26.18051,10.777545
4980,26.449267,10.765924
5002,26.087347,10.917273
4967,26.304909,10.929066
4951,26.196383,11.073877
4953,26.410115,11.065875
4998,26.087739,11.284445
4990,26.152452,11.006455
5012,26.188254,10.921625
5249,26.055345,11.529351
5250,26.303523,11.568009
5252,25.907205,11.666557
6506101,26.10585714,11.43366809
6506102,26.12338584,11.43366809
6506103,26.14091454,11.43366809
6506104,26.11462149,11.44884839
6506105,26.13215019,11.44884839
6506106,26.14967889,11.44884839
6506107,26.16720759,11.44884839
6506108,26.10585714,11.46402869
6506109,26.12338584,11.46402869
6506110,26.14091454,11.46402869
6506111,26.15844324,11.46402869
6506112,26.11462149,11.47920899
6506113,26.13215019,11.47920899
6506114,26.14967889,11.47920899
6506115,26.16720759,11.47920899
6506116,26.12338584,11.49438928
5251,25.970574,11.586976
5120,26.017525,10.77704
5097,25.838251,11.035469
5129,26.034881,11.091164
5091,25.892206,11.267782
5138,25.987828,10.690158
5099,25.778576,10.833503
5115,25.96536,10.877725
5111,25.991534,11.020032
5113,25.984964,11.20609
5109,25.858347,11.200612
5135,25.733747,11.134907
5093,25.911554,11.114635
5104,25.874019,10.726963
5118,25.903215,10.824032
5460,25.3514,12.2622
5459,25.4749,12.1934
5307,25.721228,12.226237
5457,25.4254,12.4006
5325,25.586144,12.415209
5224,25.829947,12.408846
5318,25.57348,12.451856
5244,25.721193,12.641969
5247,25.653872,12.734762
5226,25.800884,12.551689
5311,25.735775,12.404191
5223,25.633349,12.667808
5221,25.603032,12.780053
5229,25.79178,12.696068
5308,25.804933,12.298534
5227,25.798289,12.606787
5517,25.3858,11.1103
5504,25.353,11.2407
5487,25.4254,11.4242
4945,25.34087,11.593298
4944,25.513937,11.61911
4929,25.529751,11.719271
5279,25.641178,11.99362
5266,25.439782,12.081883
5254,25.580056,12.052116
5259,25.721078,12.106723
5256,25.527304,12.013171
5467,25.4605,11.5134
4933,25.550717,11.533744
5482,25.5255,11.493
5505,25.2048,11.203
5507,25.2746,11.2114
5471,25.2043,11.3319
